year,price,power_kw,mileage_in_km,brand
2012,14900,150.0,210000.0,2
2012,12900,125.0,99120.0,2
2012,10990,77.0,120000.0,2
2012,17970,180.0,112692.0,2
2012,11790,92.0,102000.0,2
2012,24880,165.0,67985.0,2
2012,10780,103.0,121106.0,2
2012,18500,155.0,57000.0,2
2012,18885,125.0,69957.0,2
2012,11999,125.0,104000.0,2
2012,15300,132.0,132000.0,2
2012,12500,105.0,141000.0,2
2012,8400,77.0,95000.0,2
2012,16990,125.0,79780.0,2
2012,18490,118.0,49900.0,2
2012,8900,90.0,190000.0,2
2012,13490,103.0,205000.0,2
2012,17000,180.0,200000.0,2
2012,10890,66.0,139000.0,2
2012,14999,125.0,161827.0,2
2012,19380,155.0,91500.0,2
2012,7600,150.0,230000.0,2
2012,6990,88.0,192637.0,2
2012,6999,100.0,278564.0,2
2012,7400,63.0,134000.0,2
2012,12980,180.0,319000.0,2
2012,10950,90.0,163000.0,2
2012,28990,309.0,172000.0,2
2012,10999,77.0,82750.0,2
2012,24990,180.0,175000.0,2
2012,21900,150.0,169000.0,2
2012,10990,90.0,124000.0,2
2012,15000,180.0,191213.0,2
2012,26000,180.0,130000.0,2
2012,12999,180.0,310000.0,2
2012,7790,77.0,182000.0,2
2012,10985,180.0,113753.0,2
2012,8200,77.0,85000.0,2
2012,10000,63.0,100200.0,2
2012,17999,105.0,220000.0,2
2012,12494,155.0,111142.0,2
2012,12999,92.0,92000.0,2
2012,10000,77.0,102331.0,2
2012,9999,90.0,127500.0,2
2012,19900,103.0,216000.0,2
2012,20990,180.0,200000.0,2
2012,20390,155.0,72000.0,2
2012,15850,125.0,166800.0,2
2012,11990,77.0,46951.0,2
2012,14990,125.0,125990.0,2
2012,11999,66.0,62800.0,2
2012,11990,92.0,131000.0,2
2012,19500,130.0,71000.0,2
2012,8950,90.0,177517.0,2
2012,17990,180.0,173000.0,2
2012,9950,125.0,216000.0,2
2012,17990,118.0,54102.0,2
2012,10600,90.0,120284.0,2
2012,10000,105.0,297000.0,2
2012,17500,180.0,270000.0,2
2012,11500,103.0,175000.0,2
2012,15000,180.0,265200.0,2
2012,14900,105.0,109000.0,2
2012,12499,90.0,96000.0,2
2012,22999,180.0,201080.0,2
2012,14990,130.0,133200.0,2
2012,13999,130.0,159000.0,2
2012,13500,155.0,125000.0,2
2012,8685,90.0,163404.0,2
2012,13500,77.0,133000.0,2
2012,12999,125.0,180000.0,2
2012,10300,103.0,153000.0,2
2012,12490,125.0,109998.0,2
2012,14991,176.0,199221.0,2
2012,38880,382.0,80000.0,2
2012,7999,118.0,145000.0,2
2012,14500,180.0,235671.0,2
2012,9950,92.0,144042.0,2
2012,25900,230.0,127747.0,2
2012,15444,130.0,143000.0,2
2012,67490,316.0,65948.0,2
2012,14500,103.0,147000.0,2
2012,22490,180.0,89958.0,2
2012,23900,245.0,120000.0,2
2012,24999,260.0,89923.0,2
2012,8999,90.0,166000.0,2
2012,14980,180.0,276686.0,2
2012,15999,92.0,85080.0,2
2012,18999,155.0,138905.0,2
2012,10500,63.0,93100.0,2
2012,7790,63.0,156000.0,2
2012,10499,90.0,159000.0,2
2012,13770,130.0,358961.0,2
2012,17000,125.0,85200.0,2
2012,16900,180.0,217000.0,2
2012,8800,90.0,200496.0,2
2012,20950,150.0,134663.0,2
2012,17998,132.0,95000.0,2
2012,14890,105.0,113690.0,2
2012,19999,150.0,137000.0,2
2012,23900,150.0,193000.0,2
2012,21499,200.0,163500.0,2
2012,7300,63.0,186000.0,2
2012,7200,63.0,173000.0,2
2012,22895,155.0,54500.0,2
2012,7985,103.0,187207.0,2
2012,15999,130.0,115000.0,2
2012,22950,250.0,128307.0,2
2012,11000,228.0,275000.0,2
2012,16950,180.0,205000.0,2
2012,22499,200.0,108000.0,2
2012,7800,103.0,197000.0,2
2012,28900,150.0,51000.0,2
2012,19450,150.0,154400.0,2
2012,20500,180.0,134500.0,2
2012,15948,110.0,189000.0,2
2012,15500,125.0,188500.0,2
2012,7920,77.0,168000.0,2
2012,21900,180.0,115000.0,2
2012,17600,155.0,160000.0,2
2012,15880,125.0,88367.0,2
2012,16300,125.0,74100.0,2
2012,24980,230.0,122800.0,2
2012,11850,130.0,219985.0,2
2012,11000,105.0,225000.0,2
2012,28900,180.0,106000.0,2
2012,9600,105.0,215000.0,2
2012,11390,77.0,121405.0,2
2012,18999,245.0,170000.0,2
2012,14000,130.0,192000.0,2
2012,17700,221.0,217000.0,2
2012,119000,412.0,18426.0,2
2012,21000,176.0,140000.0,2
2012,11499,63.0,65999.0,2
2012,15600,90.0,35000.0,2
2012,15480,103.0,100000.0,2
2012,13400,105.0,153000.0,2
2012,31000,302.0,78500.0,2
2012,21999,150.0,126000.0,2
2012,28999,245.0,138000.0,2
2012,13990,130.0,196000.0,2
2012,21000,150.0,205000.0,2
2012,9200,105.0,215000.0,2
2012,15100,125.0,150000.0,2
2012,18444,176.0,167000.0,2
2012,19500,180.0,180522.0,2
2012,9500,105.0,215000.0,2
2012,29499,180.0,115000.0,2
2012,13850,105.0,134550.0,2
2012,9500,103.0,270000.0,2
2012,16400,90.0,73000.0,2
2012,14289,125.0,182000.0,2
2012,16495,125.0,128800.0,2
2012,11990,130.0,239890.0,2
2012,13790,77.0,43000.0,2
2012,16500,125.0,133000.0,2
2012,27500,250.0,135000.0,2
2012,22900,230.0,213000.0,2
2012,13970,147.0,134000.0,2
2012,14750,90.0,110000.0,2
2012,24990,265.0,212000.0,2
2012,16000,136.0,115000.0,2
2012,16500,125.0,232063.0,2
2012,8300,77.0,120370.0,2
2012,11500,150.0,246000.0,2
2012,18999,180.0,199600.0,2
2012,35880,273.0,77000.0,2
2012,23999,258.0,195600.0,2
2012,7500,63.0,168000.0,2
2012,10850,88.0,147000.0,2
2012,21990,118.0,15525.0,2
2012,10000,130.0,255000.0,2
2012,14800,125.0,120700.0,2
2012,20900,230.0,165000.0,2
2012,18890,118.0,79800.0,2
2012,11490,125.0,188437.0,2
2012,15999,105.0,111400.0,2
2012,11500,130.0,221000.0,2
2012,23999,200.0,53459.0,2
2012,12800,125.0,233676.0,2
2012,16999,130.0,95000.0,2
2012,20490,180.0,139000.0,2
2012,12999,90.0,124772.0,2
2012,12450,103.0,116000.0,2
2012,25000,228.0,142000.0,2
2012,13750,125.0,149000.0,2
2012,12599,150.0,225000.0,2
2012,23000,184.0,230000.0,2
2012,37990,250.0,53000.0,2
2012,14990,90.0,58000.0,2
2012,14900,125.0,149932.0,2
2012,17990,176.0,164000.0,2
2012,15990,136.0,114050.0,2
2012,24500,230.0,177000.0,2
2012,21651,320.0,189000.0,2
2012,14999,155.0,139000.0,2
2012,12980,110.0,140000.0,2
2012,19999,230.0,259000.0,2
2012,19900,280.0,216300.0,2
2012,18000,103.0,127000.0,2
2012,13990,125.0,101555.0,2
2012,12000,63.0,111931.0,2
2012,7900,63.0,170000.0,2
2012,17990,155.0,123000.0,2
2012,13250,132.0,106258.0,2
2012,14930,103.0,131638.0,2
2012,11900,103.0,160000.0,2
2012,17988,125.0,73232.0,2
2012,14500,103.0,147000.0,2
2012,12500,136.0,86000.0,2
2012,22990,180.0,144415.0,2
2012,10999,130.0,208000.0,2
2012,10700,66.0,93500.0,2
2012,14900,130.0,116000.0,2
2012,8200,88.0,278000.0,2
2012,4999,103.0,368000.0,2
2012,10499,132.0,135862.0,2
2013,14500,228.0,198000.0,2
2013,24990,180.0,140100.0,2
2013,19900,130.0,134000.0,2
2013,18490,125.0,77200.0,2
2013,17900,125.0,149900.0,2
2013,28000,228.0,100000.0,2
2013,14100,150.0,221030.0,2
2013,11000,103.0,165000.0,2
2013,18503,103.0,88800.0,2
2013,9000,105.0,196000.0,2
2013,18220,180.0,158000.0,2
2013,23900,180.0,186435.0,2
2013,22000,190.0,205000.0,2
2013,14400,180.0,173000.0,2
2013,18700,150.0,126000.0,2
2013,13990,132.0,176112.0,2
2013,14999,155.0,89129.0,2
2013,20999,230.0,178956.0,2
2013,13500,110.0,109000.0,2
2013,9800,105.0,207274.0,2
2013,14980,135.0,157511.0,2
2013,8450,130.0,270343.0,2
2013,18990,135.0,136500.0,2
2013,14990,132.0,128000.0,2
2013,15900,165.0,240761.0,2
2013,13900,132.0,149000.0,2
2013,22989,230.0,139950.0,2
2013,26990,180.0,95992.0,2
2013,19499,130.0,153000.0,2
2013,16999,125.0,64900.0,2
2013,17390,125.0,77800.0,2
2013,15150,130.0,188500.0,2
2013,44980,412.0,152811.0,2
2013,10450,77.0,262478.0,2
2013,19980,125.0,94200.0,2
2013,19950,130.0,109650.0,2
2013,24980,180.0,129874.0,2
2013,17660,130.0,144341.0,2
2013,45800,412.0,152315.0,2
2013,16980,130.0,124681.0,2
2013,25950,230.0,146950.0,2
2013,11500,110.0,135000.0,2
2013,33000,382.0,96106.0,2
2013,14500,180.0,222000.0,2
2013,20990,130.0,169000.0,2
2013,17900,230.0,281519.0,2
2013,8400,63.0,164000.0,2
2013,22500,110.0,125000.0,2
2013,24500,132.0,66800.0,2
2013,16950,103.0,146000.0,2
2013,24300,230.0,163581.0,2
2013,9200,63.0,155000.0,2
2013,20950,155.0,97320.0,2
2013,12500,90.0,155800.0,2
2013,12500,150.0,270000.0,2
2013,13000,63.0,9784.0,2
2013,19800,130.0,145000.0,2
2013,25900,230.0,134784.0,2
2013,26995,230.0,135600.0,2
2013,24900,230.0,179513.0,2
2013,16000,150.0,244000.0,2
2013,21440,132.0,92000.0,2
2013,15999,103.0,154300.0,2
2013,11200,150.0,230000.0,2
2013,18000,103.0,76000.0,2
2013,12480,90.0,108132.0,2
2013,15990,103.0,84900.0,2
2013,19995,230.0,227000.0,2
2013,19990,230.0,210000.0,2
2013,20500,230.0,220570.0,2
2013,12000,63.0,122000.0,2
2013,15150,118.0,142000.0,2
2013,14750,88.0,83775.0,2
2013,19980,180.0,131300.0,2
2013,17900,165.0,175000.0,2
2013,7900,77.0,262478.0,2
2013,14990,90.0,42000.0,2
2013,26900,190.0,175000.0,2
2013,29500,230.0,207000.0,2
2013,19990,125.0,113390.0,2
2013,14470,90.0,124732.0,2
2013,14990,132.0,188000.0,2
2013,13250,77.0,135500.0,2
2013,20990,180.0,115101.0,2
2013,17200,180.0,158000.0,2
2013,14599,103.0,156322.0,2
2013,7500,110.0,304221.0,2
2013,14495,130.0,160000.0,2
2013,19800,155.0,89000.0,2
2013,17498,130.0,147000.0,2
2013,20000,125.0,65000.0,2
2013,10989,90.0,111920.0,2
2013,13999,110.0,128000.0,2
2013,18400,180.0,175000.0,2
2013,24500,150.0,120000.0,2
2013,24900,150.0,120000.0,2
2013,17850,125.0,91500.0,2
2013,12999,63.0,90000.0,2
2013,21990,180.0,130901.0,2
2013,20900,125.0,121766.0,2
2013,17499,132.0,124600.0,2
2013,13990,103.0,128900.0,2
2013,14800,120.0,190000.0,2
2013,22280,180.0,181000.0,2
2013,21500,230.0,180000.0,2
2013,19300,150.0,168000.0,2
2013,18999,130.0,134255.0,2
2013,19500,125.0,75300.0,2
2013,18900,213.0,210000.0,2
2013,14150,110.0,140500.0,2
2013,8950,90.0,162732.0,2
2013,10999,90.0,136000.0,2
2013,16000,150.0,265000.0,2
2013,18999,180.0,172177.0,2
2013,15900,132.0,200000.0,2
2013,24800,180.0,195000.0,2
2013,19980,125.0,78000.0,2
2013,15500,105.0,152000.0,2
2013,14700,125.0,118240.0,2
2013,12999,77.0,93000.0,2
2013,13900,103.0,112000.0,2
2013,68888,316.0,68000.0,2
2013,16900,180.0,193000.0,2
2013,82999,316.0,63000.0,2
2013,13300,125.0,165000.0,2
2013,20499,180.0,123000.0,2
2013,19900,150.0,254000.0,2
2013,31990,228.0,47490.0,2
2013,10400,77.0,144000.0,2
2013,22000,230.0,166000.0,2
2013,14490,110.0,103900.0,2
2013,19998,230.0,190000.0,2
2013,13950,110.0,143000.0,2
2013,15999,130.0,131000.0,2
2013,9799,77.0,163000.0,2
2013,15499,125.0,122000.0,2
2013,12800,105.0,166000.0,2
2013,10900,150.0,269000.0,2
2013,11999,77.0,112950.0,2
2013,15890,130.0,175000.0,2
2013,12490,110.0,129684.0,2
2013,15850,132.0,143900.0,2
2013,17800,135.0,161300.0,2
2013,11490,90.0,150512.0,2
2013,15950,132.0,98000.0,2
2013,9900,92.0,143200.0,2
2013,27900,200.0,45130.0,2
2013,16000,130.0,140000.0,2
2013,17990,130.0,85000.0,2
2013,16930,130.0,116995.0,2
2013,16200,132.0,87145.0,2
2013,14500,180.0,250000.0,2
2013,16000,130.0,140000.0,2
2013,13850,90.0,130000.0,2
2013,14989,130.0,178000.0,2
2013,13399,125.0,148000.0,2
2013,11400,90.0,152000.0,2
2013,10950,110.0,196343.0,2
2013,20890,230.0,155000.0,2
2013,17900,90.0,132800.0,2
2013,18800,135.0,136052.0,2
2013,11950,77.0,113050.0,2
2013,18450,155.0,115600.0,2
2013,15950,90.0,13250.0,2
2013,24900,180.0,155000.0,2
2013,13500,105.0,124000.0,2
2013,11770,90.0,88300.0,2
2013,14480,103.0,121891.0,2
2013,13800,130.0,233000.0,2
2013,13500,110.0,95000.0,2
2013,14990,125.0,78500.0,2
2013,15999,130.0,167000.0,2
2013,20549,180.0,166000.0,2
2013,13800,90.0,88312.0,2
2013,16490,132.0,108000.0,2
2013,44900,331.0,147000.0,2
2013,16990,103.0,75000.0,2
2013,10290,77.0,159000.0,2
2013,10450,150.0,215709.0,2
2013,16490,132.0,157500.0,2
2013,13480,132.0,77673.0,2
2013,19780,130.0,174585.0,2
2013,124999,412.0,24200.0,2
2013,17999,125.0,88000.0,2
2013,13499,130.0,231184.0,2
2013,15500,103.0,60850.0,2
2013,17900,245.0,131000.0,2
2013,23990,180.0,117000.0,2
2013,16400,130.0,153000.0,2
2013,18500,130.0,113700.0,2
2013,15990,90.0,78000.0,2
2013,17500,150.0,189200.0,2
2013,24888,228.0,134000.0,2
2013,10970,150.0,446900.0,2
2013,21800,180.0,133500.0,2
2013,20999,130.0,130113.0,2
2013,16930,130.0,116995.0,2
2013,26599,180.0,100000.0,2
2013,10500,130.0,257248.0,2
2013,14980,110.0,82900.0,2
2013,11950,77.0,89500.0,2
2013,17900,155.0,130000.0,2
2013,32550,230.0,165000.0,2
2013,16999,150.0,162000.0,2
2013,11200,90.0,94000.0,2
2013,23990,165.0,7450.0,2
2013,11490,130.0,299874.0,2
2013,29880,180.0,124240.0,2
2013,12999,88.0,132912.0,2
2013,18599,180.0,182618.0,2
2013,29990,230.0,94650.0,2
2013,19950,132.0,115500.0,2
2013,35990,250.0,33800.0,2
2013,14300,132.0,142500.0,2
2013,34999,335.0,125000.0,2
2013,14990,105.0,156200.0,2
2013,18999,230.0,173000.0,2
2013,15500,125.0,146498.0,2
2013,13850,155.0,212000.0,2
2013,12900,90.0,128000.0,2
2013,9490,77.0,165000.0,2
2013,20990,125.0,69023.0,2
2013,26449,230.0,146000.0,2
2013,22590,180.0,130000.0,2
2013,17500,130.0,133000.0,2
2013,10949,125.0,249093.0,2
2013,11500,130.0,253000.0,2
2013,28790,180.0,149000.0,2
2013,13980,90.0,155000.0,2
2013,16000,130.0,175000.0,2
2013,26149,230.0,99000.0,2
2013,23990,230.0,124000.0,2
2013,13750,110.0,127347.0,2
2013,11800,90.0,109170.0,2
2013,18999,90.0,58480.0,2
2013,18990,110.0,85849.0,2
2013,16900,125.0,118000.0,2
2013,14960,90.0,73900.0,2
2013,33900,230.0,102000.0,2
2013,18880,132.0,105156.0,2
2013,18990,132.0,87479.0,2
2013,20880,130.0,75000.0,2
2013,33970,283.0,129950.0,2
2013,23900,125.0,12589.0,2
2013,19399,180.0,155000.0,2
2013,22970,165.0,68274.0,2
2013,19450,155.0,91620.0,2
2013,14700,90.0,162000.0,2
2013,19490,155.0,102022.0,2
2013,13000,130.0,223000.0,2
2013,15400,130.0,144781.0,2
2013,10800,135.0,264860.0,2
2013,20880,150.0,99500.0,2
2013,19500,125.0,75000.0,2
2013,24900,180.0,173780.0,2
2013,13300,130.0,215000.0,2
2013,13000,180.0,270000.0,2
2013,39490,265.0,89000.0,2
2013,11900,130.0,223000.0,2
2013,28249,230.0,149000.0,2
2013,20500,132.0,116000.0,2
2013,18500,130.0,173000.0,2
2013,16490,90.0,86224.0,2
2013,13500,105.0,181000.0,2
2013,13799,110.0,149000.0,2
2013,16450,110.0,220000.0,2
2013,26900,230.0,97768.0,2
2013,17900,130.0,191000.0,2
2013,22900,165.0,98776.0,2
2013,16699,90.0,86341.0,2
2013,18900,125.0,132600.0,2
2013,16900,132.0,201200.0,2
2013,15000,105.0,108900.0,2
2013,13990,118.0,147000.0,2
2013,19999,230.0,190000.0,2
2013,13500,88.0,185000.0,2
2013,19900,200.0,199900.0,2
2013,19860,180.0,151905.0,2
2013,20500,245.0,205000.0,2
2013,14980,90.0,72714.0,2
2013,28990,180.0,175000.0,2
2013,15500,105.0,92416.0,2
2013,13490,77.0,106000.0,2
2013,14000,110.0,133856.0,2
2013,12700,130.0,235500.0,2
2013,14890,110.0,119853.0,2
2013,12999,77.0,110000.0,2
2013,10700,130.0,245500.0,2
2013,21900,125.0,107000.0,2
2013,22500,230.0,210000.0,2
2013,13999,125.0,200000.0,2
2013,22499,155.0,49000.0,2
2013,11000,110.0,199000.0,2
2013,27500,150.0,108000.0,2
2013,15990,125.0,83970.0,2
2013,11955,88.0,149000.0,2
2013,15900,130.0,216000.0,2
2013,14999,90.0,111000.0,2
2013,19000,150.0,236000.0,2
2013,16450,90.0,93900.0,2
2013,21195,180.0,172500.0,2
2013,22500,230.0,209212.0,2
2013,16900,180.0,254000.0,2
2013,16490,103.0,97000.0,2
2013,18299,130.0,143000.0,2
2013,14900,165.0,135686.0,2
2013,13490,103.0,172500.0,2
2013,13600,90.0,104000.0,2
2013,18490,125.0,92400.0,2
2013,17990,118.0,82000.0,2
2013,17999,155.0,117000.0,2
2013,11000,125.0,173000.0,2
2013,37500,368.0,142000.0,2
2013,16290,90.0,99000.0,2
2013,12990,90.0,105000.0,2
2013,14990,110.0,124850.0,2
2013,18500,130.0,107667.0,2
2013,11509,90.0,121996.0,2
2013,24990,230.0,172585.0,2
2013,21000,230.0,177119.0,2
2013,56990,331.0,22500.0,2
2013,21499,130.0,162000.0,2
2013,10990,110.0,209000.0,2
2013,15990,125.0,110830.0,2
2013,14500,110.0,84000.0,2
2013,21500,165.0,136000.0,2
2013,30999,309.0,134500.0,2
2013,21990,130.0,168480.0,2
2013,21990,130.0,145000.0,2
2013,21900,180.0,166000.0,2
2013,11980,230.0,229114.0,2
2013,10900,77.0,233900.0,2
2013,9999,180.0,224000.0,2
2013,7990,125.0,224000.0,2
2013,15000,180.0,198000.0,2
2013,9900,105.0,186000.0,2
2013,13000,130.0,250000.0,2
2013,15900,165.0,182000.0,2
2013,17900,150.0,78500.0,2
2013,21290,180.0,190000.0,2
2013,12490,77.0,103900.0,2
2013,19890,118.0,83086.0,2
2013,20750,132.0,115231.0,2
2013,19900,155.0,119950.0,2
2013,13800,90.0,116000.0,2
2013,14999,90.0,125000.0,2
2013,25000,150.0,140000.0,2
2013,46500,265.0,54500.0,2
2013,23490,180.0,110000.0,2
2013,32000,258.0,126000.0,2
2013,16850,150.0,236500.0,2
2013,13800,230.0,325000.0,2
2013,17980,135.0,113510.0,2
2013,17990,180.0,229900.0,2
2013,14500,180.0,270000.0,2
2013,17429,125.0,95231.0,2
2013,11990,125.0,145000.0,2
2013,27000,235.0,170000.0,2
2013,11000,77.0,150000.0,2
2013,10400,90.0,107000.0,2
2013,11100,66.0,79400.0,2
2013,13500,90.0,95233.0,2
2013,19789,150.0,122545.0,2
2013,11200,63.0,87900.0,2
2013,11570,63.0,97000.0,2
2013,11900,90.0,93000.0,2
2013,20800,165.0,120200.0,2
2013,11990,90.0,120600.0,2
2013,14950,66.0,38900.0,2
2013,15900,105.0,193500.0,2
2013,16500,92.0,132000.0,2
2013,13990,77.0,57000.0,2
2013,6390,66.0,242000.0,2
2013,15990,132.0,120806.0,2
2013,9490,66.0,171980.0,2
2013,18600,125.0,97200.0,2
2013,13800,165.0,118000.0,2
2013,44444,331.0,84000.0,2
2013,89800,386.0,80300.0,2
2013,12490,90.0,84000.0,2
2013,10999,90.0,151000.0,2
2013,29950,245.0,79850.0,2
2013,16499,132.0,41600.0,2
2013,16950,90.0,45000.0,2
2013,14490,136.0,129550.0,2
2013,11500,90.0,110662.0,2
2013,13200,90.0,62000.0,2
2013,14990,180.0,247000.0,2
2013,16890,125.0,132860.0,2
2013,13790,90.0,79900.0,2
2013,17990,150.0,83100.0,2
2013,17800,125.0,148200.0,2
2013,19750,125.0,82576.0,2
2013,10990,77.0,145000.0,2
2013,10990,92.0,152000.0,2
2013,23000,230.0,151200.0,2
2013,12999,132.0,93000.0,2
2013,15290,132.0,106828.0,2
2013,9990,132.0,206550.0,2
2013,11280,110.0,173000.0,2
2013,13500,110.0,170000.0,2
2013,12788,110.0,145000.0,2
2013,8500,77.0,191500.0,2
2013,16275,150.0,179900.0,2
2013,17490,180.0,174000.0,2
2013,12499,105.0,168100.0,2
2013,14900,90.0,103000.0,2
2013,8390,77.0,228500.0,2
2013,21900,180.0,143400.0,2
2013,10990,77.0,73123.0,2
2013,17900,150.0,109700.0,2
2013,15950,135.0,134500.0,2
2013,13923,180.0,255000.0,2
2013,18800,165.0,130000.0,2
2013,10500,130.0,230000.0,2
2013,18950,155.0,86272.0,2
2013,15700,180.0,188500.0,2
2013,12200,130.0,201440.0,2
2013,10990,110.0,242560.0,2
2013,13850,110.0,139000.0,2
2013,18100,180.0,174000.0,2
2013,15990,130.0,165000.0,2
2013,12000,130.0,249259.0,2
2013,21900,228.0,127000.0,2
2013,13450,110.0,100000.0,2
2013,11800,105.0,175000.0,2
2013,36950,130.0,180000.0,2
2013,33490,382.0,138950.0,2
2013,42500,230.0,59990.0,2
2013,13499,412.0,174000.0,2
2013,13999,130.0,199250.0,2
2013,26679,90.0,89640.0,2
2013,19500,230.0,149977.0,2
2013,16400,130.0,176642.0,2
2013,15800,130.0,172180.0,2
2013,11990,130.0,170400.0,2
2013,19500,230.0,175500.0,2
2013,10999,130.0,232000.0,2
2013,12650,77.0,145000.0,2
2013,11390,90.0,127700.0,2
2013,13500,110.0,104000.0,2
2013,20499,180.0,118000.0,2
2013,12500,110.0,172000.0,2
2013,11649,77.0,150000.0,2
2013,14000,150.0,164710.0,2
2013,13976,110.0,148531.0,2
2013,17999,125.0,60000.0,2
2013,29990,230.0,97000.0,2
2013,12999,105.0,152323.0,2
2013,9000,105.0,217000.0,2
2013,11200,130.0,230000.0,2
2013,15490,135.0,115000.0,2
2013,11800,132.0,113550.0,2
2013,14999,105.0,159400.0,2
2013,18500,180.0,147000.0,2
2013,15870,125.0,59942.0,2
2013,13950,105.0,164150.0,2
2013,18999,230.0,175500.0,2
2013,20890,180.0,150000.0,2
2013,13980,105.0,131133.0,2
2013,14999,130.0,223000.0,2
2013,11940,90.0,94300.0,2
2013,35999,90.0,162000.0,2
2013,16990,331.0,149568.0,2
2013,19490,103.0,56570.0,2
2013,13990,230.0,209900.0,2
2013,16250,90.0,156000.0,2
2013,35800,103.0,118000.0,2
2013,13200,382.0,149000.0,2
2013,24990,110.0,157039.0,2
2013,15500,110.0,142000.0,2
2013,15980,125.0,104358.0,2
2013,14500,230.0,260000.0,2
2013,16450,110.0,98000.0,2
2013,10450,88.0,178000.0,2
2013,9400,90.0,151800.0,2
2013,15999,180.0,176190.0,2
2013,35999,265.0,71000.0,2
2013,13999,90.0,59300.0,2
2013,14900,130.0,184000.0,2
2013,11090,90.0,123000.0,2
2013,24450,230.0,124539.0,2
2013,25999,230.0,135000.0,2
2013,21985,230.0,150000.0,2
2013,7200,105.0,295000.0,2
2013,16000,155.0,156480.0,2
2013,15999,130.0,135000.0,2
2013,12450,132.0,182000.0,2
2013,14790,150.0,267453.0,2
2013,14450,130.0,177200.0,2
2013,8790,90.0,178343.0,2
2013,20999,132.0,99800.0,2
2013,20149,180.0,128000.0,2
2013,10950,63.0,95000.0,2
2013,13400,103.0,180000.0,2
2013,7850,66.0,191200.0,2
2013,14990,110.0,145980.0,2
2013,39500,500.0,227500.0,2
2013,249000,588.0,11000.0,2
2013,11485,130.0,186325.0,2
2013,8000,90.0,150000.0,2
2013,13999,230.0,222000.0,2
2013,11300,110.0,174000.0,2
2013,24900,260.0,81500.0,2
2013,16990,180.0,188000.0,2
2013,7950,100.0,209250.0,2
2013,24950,221.0,73871.0,2
2013,20000,150.0,96100.0,2
2013,26289,180.0,76500.0,2
2013,19999,258.0,299999.0,2
2013,44999,382.0,52400.0,2
2013,17500,150.0,138000.0,2
2013,18990,245.0,140308.0,2
2013,15995,230.0,295874.0,2
2013,14990,90.0,149500.0,2
2013,14490,110.0,175727.0,2
2013,15900,132.0,95455.0,2
2013,25980,150.0,230000.0,2
2013,15550,103.0,119909.0,2
2013,13500,184.0,115000.0,2
2013,15999,110.0,169450.0,2
2013,20559,125.0,122000.0,2
2013,10990,130.0,119956.0,2
2013,8900,230.0,171000.0,2
2013,17980,110.0,164967.0,2
2013,12999,90.0,67000.0,2
2013,24900,230.0,208000.0,2
2013,12500,90.0,90000.0,2
2013,15690,130.0,181800.0,2
2013,16499,180.0,250300.0,2
2013,18500,130.0,134000.0,2
2013,18918,230.0,205668.0,2
2013,28500,230.0,174500.0,2
2013,24000,165.0,103839.0,2
2013,47990,412.0,145142.0,2
2013,11999,105.0,167365.0,2
2013,19990,221.0,158650.0,2
2013,13500,130.0,160000.0,2
2013,21900,221.0,123501.0,2
2013,20950,230.0,219000.0,2
2013,14750,130.0,182000.0,2
2013,29199,221.0,121000.0,2
2013,18890,180.0,149820.0,2
2013,14000,110.0,143000.0,2
2013,17950,125.0,67223.0,2
2013,9950,110.0,249894.0,2
2013,14690,103.0,126000.0,2
2013,24490,230.0,150000.0,2
2013,15950,125.0,123500.0,2
2013,12990,110.0,199950.0,2
2013,26850,250.0,148353.0,2
2013,13499,150.0,198647.0,2
2013,16000,130.0,193000.0,2
2013,16400,125.0,115000.0,2
2013,20600,180.0,210000.0,2
2013,12350,140.0,202000.0,2
2013,11990,103.0,175142.0,2
2013,19980,130.0,175641.0,2
2013,17500,110.0,81765.0,2
2013,10700,77.0,115000.0,2
2013,9285,103.0,203923.0,2
2013,15000,110.0,136000.0,2
2013,17880,103.0,78900.0,2
2013,40999,309.0,67000.0,2
2013,20900,260.0,180000.0,2
2013,10899,180.0,328000.0,2
2013,15999,150.0,118000.0,2
2013,18960,130.0,89548.0,2
2013,13490,88.0,150000.0,2
2013,23950,180.0,112000.0,2
2013,12885,90.0,31021.0,2
2013,18998,130.0,38000.0,2
2013,9890,130.0,261000.0,2
2013,20000,130.0,141000.0,2
2013,11950,90.0,136725.0,2
2013,17900,130.0,169987.0,2
2013,27949,228.0,103000.0,2
2013,10999,130.0,322000.0,2
2013,17500,130.0,182186.0,2
2013,11950,130.0,195300.0,2
2013,18000,150.0,150000.0,2
2013,12450,77.0,199000.0,2
2013,10800,110.0,230000.0,2
2013,14400,90.0,66800.0,2
2013,16999,176.0,164000.0,2
2013,16000,136.0,114174.0,2
2013,15490,180.0,223000.0,2
2013,16490,180.0,180200.0,2
2013,18990,125.0,39494.0,2
2013,13800,92.0,92000.0,2
2013,20799,228.0,140000.0,2
2013,15490,180.0,192000.0,2
2013,14900,130.0,199000.0,2
2013,17800,180.0,220000.0,2
2013,18750,180.0,175000.0,2
2013,17500,150.0,122000.0,2
2013,27949,228.0,103000.0,2
2013,13999,110.0,200000.0,2
2013,16999,130.0,155500.0,2
2013,14250,150.0,208000.0,2
2013,16500,130.0,158900.0,2
2013,15250,103.0,124000.0,2
2013,16450,110.0,98000.0,2
2013,10400,130.0,301000.0,2
2013,16550,150.0,187000.0,2
