year,price,power_kw,mileage_in_km,brand
2011,13999,77.0,66800.0,2
2011,6999,63.0,229000.0,2
2011,13480,118.0,80600.0,2
2011,10440,77.0,173342.0,2
2011,7950,77.0,178000.0,2
2011,7750,63.0,135100.0,2
2011,30999,250.0,95235.0,2
2011,7950,63.0,92338.0,2
2011,5500,77.0,230000.0,2
2011,6750,77.0,167250.0,2
2011,8900,63.0,119000.0,2
2011,9200,63.0,89900.0,2
2011,7490,63.0,138000.0,2
2011,9990,63.0,129980.0,2
2011,8500,66.0,166700.0,2
2011,11490,118.0,108800.0,2
2011,6890,63.0,1365435.0,2
2011,5555,77.0,180100.0,2
2011,9900,77.0,131000.0,2
2011,7990,77.0,199000.0,2
2011,11590,92.0,112974.0,2
2011,9900,90.0,97200.0,2
2011,8000,155.0,200599.0,2
2011,16450,258.0,226000.0,2
2011,7999,140.0,159000.0,2
2011,9880,132.0,170300.0,2
2011,11990,162.0,150941.0,2
2011,7300,132.0,152000.0,2
2011,13999,118.0,49645.0,2
2011,13990,180.0,223000.0,2
2011,11850,132.0,154211.0,2
2011,12900,125.0,150000.0,2
2011,12490,125.0,141050.0,2
2011,10990,155.0,196000.0,2
2011,9980,88.0,156534.0,2
2011,24600,250.0,139500.0,2
2011,14999,155.0,123000.0,2
2011,6999,92.0,163000.0,2
2011,10500,88.0,115350.0,2
2011,19990,258.0,239836.0,2
2011,17500,245.0,138000.0,2
2011,7990,125.0,320500.0,2
2011,9900,90.0,103000.0,2
2011,12800,132.0,162673.0,2
2011,17490,155.0,105173.0,2
2011,10500,100.0,160600.0,2
2011,16000,180.0,303000.0,2
2011,9900,150.0,279900.0,2
2011,9090,103.0,157300.0,2
2011,13300,180.0,231000.0,2
2011,11999,140.0,215000.0,2
2011,8999,132.0,208000.0,2
2011,6500,140.0,288000.0,2
2011,11990,103.0,142669.0,2
2011,15490,118.0,47323.0,2
2011,7500,105.0,248000.0,2
2011,15000,150.0,194000.0,2
2011,14990,155.0,104000.0,2
2011,5950,140.0,352000.0,2
2011,8500,90.0,109000.0,2
2011,22500,180.0,187000.0,2
2011,9950,176.0,296016.0,2
2011,9450,90.0,95000.0,2
2011,7000,77.0,165608.0,2
2011,10750,132.0,181000.0,2
2011,14900,195.0,170259.0,2
2011,24990,368.0,174650.0,2
2011,27750,331.0,143500.0,2
2011,15948,130.0,159273.0,2
2011,8990,125.0,226282.0,2
2011,10600,77.0,106568.0,2
2011,14500,125.0,180000.0,2
2011,7200,140.0,250000.0,2
2011,10491,125.0,229800.0,2
2011,21000,155.0,114000.0,2
2011,8000,140.0,249648.0,2
2011,13500,130.0,159208.0,2
2011,9950,105.0,178000.0,2
2011,28900,260.0,118000.0,2
2011,20890,180.0,169875.0,2
2011,25999,220.0,119000.0,2
2011,11800,140.0,172000.0,2
2011,12900,125.0,199580.0,2
2011,33890,258.0,38200.0,2
2011,12900,132.0,129000.0,2
2011,6790,105.0,316089.0,2
2011,7899,92.0,151000.0,2
2011,8999,105.0,204700.0,2
2011,10499,125.0,199000.0,2
2011,16500,228.0,192225.0,2
2011,11900,125.0,103000.0,2
2011,19948,150.0,150000.0,2
2011,7490,140.0,236800.0,2
2011,12200,125.0,180508.0,2
2011,11990,92.0,75000.0,2
2011,15000,150.0,174000.0,2
2011,8485,92.0,86753.0,2
2011,9890,125.0,213500.0,2
2011,13300,150.0,215000.0,2
2011,22900,260.0,117000.0,2
2011,8000,118.0,187000.0,2
2011,9900,176.0,226000.0,2
2011,13500,77.0,155498.0,2
2011,9900,140.0,272000.0,2
2011,8700,103.0,125000.0,2
2011,16950,150.0,192000.0,2
2011,10999,118.0,110000.0,2
2011,13000,176.0,223000.0,2
2011,9000,105.0,210000.0,2
2011,8500,118.0,150000.0,2
2011,16499,195.0,159000.0,2
2011,7990,103.0,191100.0,2
2011,26999,308.0,107696.0,2
2011,9990,92.0,121400.0,2
2011,10850,176.0,214000.0,2
2011,13999,180.0,249500.0,2
2011,18950,184.0,196000.0,2
2011,5999,92.0,178848.0,2
2011,11900,105.0,209332.0,2
2011,6499,103.0,248000.0,2
2011,9600,118.0,162500.0,2
2011,22500,320.0,95000.0,2
2011,22870,200.0,93000.0,2
2011,7900,92.0,148500.0,2
2011,13990,147.0,107000.0,2
2011,10500,118.0,145200.0,2
2011,10990,88.0,110569.0,2
2011,15900,130.0,131697.0,2
2011,8600,105.0,200152.0,2
2011,13950,125.0,203000.0,2
2011,32950,331.0,34450.0,2
2011,11900,150.0,278000.0,2
2011,79950,368.0,88956.0,2
2011,14399,140.0,96678.0,2
2011,6000,75.0,208899.0,2
2011,11200,125.0,221000.0,2
2011,12300,105.0,164000.0,2
2011,15390,195.0,153000.0,2
2011,20000,258.0,192000.0,2
2011,7490,103.0,274620.0,2
2011,5900,63.0,145000.0,2
2011,13890,125.0,189411.0,2
2011,9200,118.0,129073.0,2
2011,11000,140.0,245000.0,2
2011,9500,90.0,144300.0,2
2011,14500,132.0,122000.0,2
2011,17200,180.0,210000.0,2
2011,26900,250.0,125500.0,2
2011,18399,150.0,160000.0,2
2011,10690,88.0,104000.0,2
2011,5800,66.0,212750.0,2
2011,15500,150.0,231294.0,2
2011,23000,245.0,96100.0,2
2011,14500,180.0,185000.0,2
2011,9900,176.0,407000.0,2
2011,14999,132.0,127000.0,2
2011,13490,176.0,196000.0,2
2011,18900,155.0,172538.0,2
2011,8500,105.0,223500.0,2
2011,12000,105.0,111500.0,2
2011,15499,132.0,88500.0,2
2011,11200,176.0,200000.0,2
2011,13499,176.0,198700.0,2
2011,10990,105.0,146176.0,2
2011,14690,140.0,164449.0,2
2011,11500,150.0,235000.0,2
2011,14990,118.0,73914.0,2
2011,17949,260.0,164000.0,2
2011,16800,180.0,141000.0,2
2011,7950,140.0,273000.0,2
2011,19500,220.0,182500.0,2
2011,5990,90.0,246000.0,2
2011,17499,125.0,106300.0,2
2011,14999,88.0,101000.0,2
2011,15499,130.0,162500.0,2
2011,10999,125.0,218452.0,2
2011,7990,77.0,132000.0,2
2011,11790,147.0,170000.0,2
2011,12450,125.0,184112.0,2
2011,9950,92.0,93900.0,2
2011,8800,125.0,285000.0,2
2011,11290,125.0,200000.0,2
2011,15500,132.0,204000.0,2
2011,13800,195.0,235000.0,2
2011,19999,180.0,174000.0,2
2011,11190,103.0,135417.0,2
2011,4999,77.0,178000.0,2
2011,18500,180.0,190000.0,2
2011,10990,92.0,119550.0,2
2011,6950,63.0,124800.0,2
2011,13500,155.0,130000.0,2
2011,14900,150.0,194000.0,2
2011,8450,125.0,255000.0,2
2011,18000,180.0,177000.0,2
2011,11190,125.0,178000.0,2
2011,15900,155.0,108630.0,2
2011,24990,258.0,179831.0,2
2011,14890,125.0,219900.0,2
2011,8450,88.0,190000.0,2
2011,15890,176.0,201750.0,2
2011,15000,155.0,118000.0,2
2011,10650,140.0,216000.0,2
2011,7850,105.0,245000.0,2
2011,10500,105.0,257000.0,2
2011,21950,180.0,139400.0,2
2011,14300,150.0,219000.0,2
2011,8990,92.0,142000.0,2
2011,13000,150.0,250000.0,2
2011,11950,77.0,135000.0,2
2011,8999,90.0,122000.0,2
2011,25990,250.0,169000.0,2
2011,8999,90.0,149000.0,2
2011,12999,136.0,162999.0,2
2011,10000,88.0,159000.0,2
2011,12500,140.0,265000.0,2
2011,18800,180.0,216000.0,2
2011,8490,88.0,224852.0,2
2011,9299,77.0,134000.0,2
2011,11990,103.0,150000.0,2
2011,11800,118.0,137000.0,2
2011,9799,77.0,155000.0,2
2011,7200,90.0,175000.0,2
2011,9980,105.0,214000.0,2
2011,8890,92.0,171718.0,2
2011,8000,105.0,258000.0,2
2011,10000,77.0,175360.0,2
2011,15500,176.0,226000.0,2
2011,7500,77.0,165600.0,2
2011,13500,90.0,71000.0,2
2011,10800,180.0,260000.0,2
2011,12000,118.0,84500.0,2
2011,17200,125.0,176700.0,2
2011,16980,155.0,126500.0,2
2011,13000,176.0,174150.0,2
2011,9800,150.0,365000.0,2
2011,14800,105.0,84000.0,2
2011,9990,77.0,123000.0,2
2011,9450,103.0,160000.0,2
2011,14900,105.0,104400.0,2
2011,12900,132.0,220000.0,2
2011,8849,140.0,268000.0,2
2011,14900,150.0,190000.0,2
2011,13999,202.0,155000.0,2
2011,7990,63.0,115000.0,2
2011,7500,77.0,245000.0,2
2011,29990,258.0,139000.0,2
2011,19000,205.0,70000.0,2
2011,11500,125.0,164800.0,2
2011,7600,63.0,93000.0,2
2011,24950,320.0,169000.0,2
2011,16900,176.0,204894.0,2
2011,17000,150.0,189000.0,2
2011,17200,180.0,177000.0,2
2011,17500,155.0,56538.0,2
2011,19999,220.0,188000.0,2
2011,10000,155.0,142475.0,2
2011,16999,132.0,118000.0,2
2011,14800,125.0,117490.0,2
2011,14499,105.0,197362.0,2
2011,8200,92.0,149955.0,2
2011,12500,130.0,248000.0,2
2011,16500,150.0,158000.0,2
2011,12900,125.0,184400.0,2
2011,9200,92.0,177000.0,2
2011,15500,118.0,72500.0,2
2011,12900,176.0,270000.0,2
2011,19299,150.0,162872.0,2
2011,15950,155.0,140000.0,2
2011,8900,77.0,148000.0,2
2011,24990,180.0,187000.0,2
2011,14900,245.0,142000.0,2
2011,21499,210.0,158500.0,2
2011,12500,125.0,233000.0,2
2011,15850,125.0,149000.0,2
2011,19450,176.0,106000.0,2
2011,7880,77.0,199876.0,2
2011,17990,176.0,105000.0,2
2011,11850,63.0,138284.0,2
2011,7999,105.0,230000.0,2
2011,10490,150.0,306000.0,2
2011,19900,155.0,83000.0,2
2011,19500,220.0,184000.0,2
2011,15300,155.0,124500.0,2
2011,9490,77.0,165641.0,2
2011,12150,105.0,143554.0,2
2011,16990,132.0,158900.0,2
2011,10997,90.0,84660.0,2
2011,4999,63.0,222000.0,2
2011,22490,245.0,148700.0,2
2011,6990,105.0,252859.0,2
2011,21500,220.0,143500.0,2
2011,6950,63.0,124800.0,2
2011,16950,176.0,169986.0,2
2011,20490,150.0,150000.0,2
2011,9999,118.0,168000.0,2
2011,12999,130.0,191776.0,2
2011,8550,105.0,248815.0,2
2011,16499,155.0,160000.0,2
2011,8190,63.0,116150.0,2
2011,8290,66.0,149990.0,2
2011,16999,184.0,295000.0,2
2011,14450,136.0,73000.0,2
2011,8499,92.0,124132.0,2
2011,10550,118.0,196085.0,2
2011,12950,118.0,129900.0,2
2011,9500,90.0,132000.0,2
2011,8980,77.0,150000.0,2
2011,17500,132.0,108000.0,2
2011,15499,150.0,229000.0,2
2011,4995,63.0,282766.0,2
2011,8000,77.0,261000.0,2
2011,16980,155.0,111500.0,2
2011,6600,125.0,368000.0,2
2011,7850,63.0,137000.0,2
2011,8000,77.0,284300.0,2
2011,10999,105.0,251000.0,2
2011,8600,176.0,345360.0,2
2011,18500,155.0,75000.0,2
2011,14500,176.0,245000.0,2
2011,11500,176.0,249000.0,2
2011,9400,103.0,219000.0,2
2011,8990,63.0,140000.0,2
2011,17499,184.0,398000.0,2
2011,13900,155.0,146000.0,2
2011,16999,180.0,215000.0,2
2011,11300,125.0,250000.0,2
2011,8888,90.0,194500.0,2
2011,10100,140.0,280000.0,2
2011,29700,258.0,220000.0,2
2011,22490,176.0,128265.0,2
2011,18585,155.0,91000.0,2
2011,27990,273.0,101600.0,2
2011,8950,77.0,119890.0,2
2011,26000,245.0,158000.0,2
2011,32500,250.0,99700.0,2
2011,9999,63.0,117000.0,2
2011,8299,105.0,277676.0,2
2011,10900,63.0,56000.0,2
2011,22500,155.0,42700.0,2
2011,8990,63.0,111000.0,2
2011,20000,180.0,180000.0,2
2011,7999,77.0,193000.0,2
2011,14950,118.0,87063.0,2
2011,12000,176.0,255000.0,2
2011,8390,63.0,164300.0,2
2011,11500,140.0,259000.0,2
2011,23900,176.0,155000.0,2
2011,7990,77.0,124000.0,2
2011,11000,90.0,134000.0,2
2011,18800,176.0,230000.0,2
2011,14980,130.0,168400.0,2
2011,14999,130.0,245000.0,2
2011,8199,63.0,125860.0,2
2011,20000,180.0,270000.0,2
2011,16900,118.0,91000.0,2
2011,16500,176.0,258000.0,2
2011,1000000,180.0,143700.0,2
2011,21000,180.0,250666.0,2
2011,15999,180.0,2230456.0,2
2011,9950,66.0,172930.0,2
2011,5600,66.0,200602.0,2
2011,7450,63.0,148630.0,2
2011,12500,132.0,155000.0,2
2011,28990,250.0,159000.0,2
2011,7200,105.0,343000.0,2
2011,13990,92.0,87500.0,2
2011,8100,63.0,135000.0,2
2011,8990,63.0,101900.0,2
2011,21480,180.0,176000.0,2
2011,9000,63.0,120000.0,2
2011,9999,90.0,123000.0,2
2011,17950,125.0,115102.0,2
2011,17700,150.0,250000.0,2
2011,12990,118.0,148000.0,2
2011,7999,63.0,147000.0,2
2011,11900,176.0,240000.0,2
2011,17990,176.0,152000.0,2
2011,8850,63.0,119300.0,2
2011,8500,88.0,350000.0,2
2011,8200,140.0,328000.0,2
2011,8999,103.0,196500.0,2
2011,17000,180.0,215000.0,2
2011,12900,132.0,57000.0,2
2011,6900,92.0,169000.0,2
2011,15499,132.0,70000.0,2
2011,16700,130.0,127575.0,2
2011,9890,125.0,232907.0,2
2011,9199,88.0,101600.0,2
2011,10900,118.0,142000.0,2
2011,9480,125.0,196666.0,2
2011,11000,125.0,170000.0,2
2011,9750,245.0,92772.0,2
2011,9900,77.0,142000.0,2
2011,11790,105.0,169789.0,2
2011,8450,105.0,265000.0,2
2011,9980,125.0,165915.0,2
2011,7850,176.0,301545.0,2
2011,10990,125.0,223000.0,2
2011,10000,103.0,178000.0,2
2011,9400,118.0,157000.0,2
2011,16990,155.0,123900.0,2
2011,10290,77.0,106099.0,2
2011,10950,118.0,179279.0,2
2011,10499,77.0,82500.0,2
2011,6490,63.0,185000.0,2
2011,12900,103.0,61200.0,2
2011,11900,130.0,200300.0,2
2011,9800,77.0,81000.0,2
2011,10500,103.0,129900.0,2
2011,7900,118.0,236000.0,2
2011,15900,125.0,193000.0,2
2011,10500,90.0,89198.0,2
2011,19950,125.0,94948.0,2
2011,12800,125.0,190461.0,2
2011,10450,88.0,127200.0,2
2011,11490,155.0,153900.0,2
2011,9950,132.0,218000.0,2
2011,19000,155.0,98500.0,2
2011,6000,77.0,250000.0,2
2011,12499,92.0,106000.0,2
2011,10990,140.0,197200.0,2
2011,15900,125.0,150000.0,2
2011,16950,118.0,72174.0,2
2011,19499,132.0,85000.0,2
2011,13299,77.0,84101.0,2
2011,22490,180.0,194100.0,2
2011,10990,77.0,124000.0,2
2011,14500,176.0,248000.0,2
2011,8990,66.0,138022.0,2
2011,12000,125.0,238000.0,2
2011,13300,150.0,205000.0,2
2011,13248,125.0,166660.0,2
2011,7990,103.0,233150.0,2
2011,7690,103.0,221150.0,2
2011,33999,184.0,64900.0,2
2011,13000,155.0,220000.0,2
2011,10900,105.0,198000.0,2
2011,11650,140.0,270000.0,2
2011,8690,63.0,115500.0,2
2011,12500,150.0,255000.0,2
2011,13000,132.0,125000.0,2
2011,10200,105.0,156000.0,2
2011,8680,132.0,211000.0,2
2011,11000,140.0,213560.0,2
2011,14900,176.0,127000.0,2
2011,6000,125.0,315202.0,2
2011,13500,132.0,109000.0,2
2011,14490,150.0,179800.0,2
2011,9900,176.0,200000.0,2
2011,9990,118.0,129000.0,2
2011,17890,220.0,179857.0,2
2011,3999,77.0,196560.0,2
2011,8690,176.0,189000.0,2
2011,7990,105.0,175441.0,2
2011,12590,132.0,169998.0,2
2011,10500,125.0,269000.0,2
2011,6100,100.0,319000.0,2
2011,19500,176.0,119500.0,2
2011,16990,130.0,118200.0,2
2011,5990,66.0,196000.0,2
2011,7600,77.0,169000.0,2
2011,9950,118.0,190000.0,2
2011,8690,90.0,86890.0,2
2011,7900,105.0,224000.0,2
2011,129930,412.0,25000.0,2
2011,11700,88.0,101300.0,2
2011,8970,176.0,255107.0,2
2011,10690,88.0,95000.0,2
2011,10900,118.0,112500.0,2
2011,8700,118.0,107400.0,2
2011,13750,77.0,55300.0,2
2011,7900,125.0,226100.0,2
2011,11999,176.0,198098.0,2
2011,13490,105.0,134000.0,2
2011,16880,130.0,129820.0,2
2011,11800,155.0,128000.0,2
2011,11999,63.0,89992.0,2
2011,9900,105.0,218000.0,2
2011,12199,176.0,211000.0,2
2011,7490,125.0,279000.0,2
2011,9999,125.0,235000.0,2
2011,18999,245.0,153210.0,2
2011,11490,118.0,134315.0,2
2011,27900,250.0,189900.0,2
2011,16900,118.0,71600.0,2
2011,6500,90.0,145531.0,2
2011,14500,176.0,199000.0,2
2011,11990,180.0,296000.0,2
2011,13999,132.0,149454.0,2
2011,13950,176.0,207000.0,2
2011,18500,176.0,135000.0,2
2011,14900,132.0,93000.0,2
2011,15900,176.0,218000.0,2
2011,7600,63.0,115000.0,2
2011,99999,441.0,60850.0,2
2011,13850,132.0,74500.0,2
2011,10950,77.0,91500.0,2
2011,7600,140.0,327000.0,2
2011,7490,63.0,151900.0,2
2011,9500,105.0,233000.0,2
2011,7990,63.0,112000.0,2
2011,21890,200.0,87000.0,2
2011,7500,140.0,289644.0,2
2011,14900,155.0,188100.0,2
2011,16600,176.0,210000.0,2
2011,12950,92.0,139990.0,2
2011,18499,176.0,190000.0,2
2011,17450,155.0,105500.0,2
2011,7449,63.0,172000.0,2
2011,23000,180.0,166500.0,2
2011,7580,63.0,155832.0,2
2011,5950,63.0,200000.0,2
2011,13000,150.0,263000.0,2
2011,11900,176.0,233000.0,2
2011,9890,77.0,147628.0,2
2011,9999,103.0,187600.0,2
2011,8500,77.0,174170.0,2
2011,16250,155.0,131000.0,2
2011,13900,132.0,114100.0,2
2011,14200,155.0,108230.0,2
2011,16789,132.0,133000.0,2
2011,27900,200.0,33235.0,2
2011,19999,260.0,158844.0,2
2011,14999,155.0,55000.0,2
2011,20900,200.0,96500.0,2
2011,10500,150.0,323311.0,2
2011,14499,105.0,132550.0,2
2011,21890,176.0,143129.0,2
2011,8800,140.0,220000.0,2
2011,13999,125.0,159000.0,2
